valid_post_set,post_text_proportion,avg_post_word_count,prop_posts_with_date,dates_per_post,prop_posts_with_post_term,post_terms_per_post,avg_sent_length,cv_post_word_count,avg_post_similarity,lexical_diversity,words_per_line,mean_element_count,post_count
0,0.22,1.53,0.0,0.0,0.0,0.0,1.52,0.61,0.2,0.75,1.53,4.0,538
1,1.05,61.47,1.0,1.4,1.0,1.4,20.04,3.27,0.55,0.4,2.59,29.4,15
1,0.85,26.31,0.62,0.66,0.62,0.66,25.52,0.4,0.2,0.67,26.31,51.44,32
0,0.08,1.74,0.0,0.0,0.0,0.0,1.74,0.52,0.21,0.44,1.74,3.52,46
1,1.03,58.18,0.59,0.82,0.59,0.82,21.04,1.11,0.15,0.31,1.5,37.18,17
0,0.06,2.61,0.0,0.0,0.0,0.0,2.61,0.44,0.22,0.83,2.61,4.0,23
1,0.94,32.39,0.86,0.86,0.86,0.86,29.26,0.19,0.21,0.55,32.39,51.75,28
0,0.06,1.62,0.0,0.0,0.0,0.0,1.62,0.3,0.18,0.92,1.62,4.03,37
1,0.33,12.31,0.08,0.16,0.08,0.16,13.4,0.92,0.31,0.63,0.84,11.29,49
0,0.05,2.11,0.0,0.0,0.0,0.0,2.11,0.6,0.72,0.81,0.44,3.89,46
1,0.3,36.0,0.6,0.6,0.6,0.6,13.85,0.41,0.16,0.69,8.18,17.4,5
0,0.39,2.69,0.0,0.0,0.0,0.0,2.69,0.51,0.23,0.54,2.69,4.03,88
1,0.04,21.33,0.67,0.67,0.67,0.67,21.33,0.33,0.41,0.59,1.78,9.0,6
1,0.89,41.93,0.33,0.33,0.33,0.33,40.43,0.48,0.16,0.48,1.97,17.22,27
1,0.31,6.56,0.0,0.0,0.0,0.0,6.5,0.69,0.28,0.49,0.69,8.33,116
0,0.3,6.72,0.0,0.0,0.0,0.0,6.66,0.67,0.3,0.49,0.58,8.39,112
1,0.34,61.2,0.0,0.0,0.0,0.0,38.25,0.23,0.06,0.57,4.08,13.0,5
0,0.88,79.5,0.3,0.8,0.3,0.8,29.44,1.41,0.08,0.49,3.07,37.0,10
1,0.65,28.75,0.0,0.0,0.0,0.0,49.29,3.46,0.79,0.46,0.8,22.75,12
0,0.11,1.75,0.0,0.0,0.0,0.0,1.75,0.52,0.37,0.46,0.58,3.5,32
1,0.78,61.36,0.18,0.45,0.18,0.45,24.11,1.88,0.22,0.32,0.8,60.36,11
0,0.2,4.07,0.0,0.0,0.0,0.0,4.07,0.57,0.29,0.7,1.36,4.07,42
1,0.42,91.0,1.0,2.29,1.0,2.29,28.95,0.37,0.39,0.39,1.37,3.0,7
0,0.03,3.0,0.0,0.0,0.0,0.0,3.0,0.68,0.26,0.75,2.22,8.76,17
1,0.21,18.0,0.8,0.8,0.8,0.8,15.0,0.7,0.38,0.68,1.29,12.5,10
0,0.03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.33,3.0,3.0,8
1,0.09,8.0,1.0,2.2,1.0,2.2,8.0,0.0,0.91,0.35,0.67,8.0,5
0,0.08,1.5,0.0,0.0,0.0,0.0,1.5,0.44,0.2,0.47,1.5,3.5,24
1,0.66,17.55,0.0,0.0,0.0,0.0,14.85,0.71,0.24,0.58,17.55,11.64,11
1,0.55,72.6,0.07,0.07,0.07,0.07,31.11,0.11,0.12,0.38,43.56,9.0,15
1,0.01,6.29,0.0,0.0,0.0,0.0,8.8,2.64,0.72,0.82,0.75,3.0,7
0,0.09,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.71,0.03,3.0,3.0,250
1,0.77,200.11,0.78,2.44,0.78,2.44,23.09,1.41,0.24,0.4,2.01,37.56,9
1,0.93,79.2,1.0,1.0,1.0,1.0,34.43,0.21,0.12,0.52,10.15,22.6,10
0,0.03,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.11,3.0,4.0,9
1,0.92,144.85,0.78,1.07,0.78,1.07,16.86,0.93,0.08,0.3,11.37,17.74,27
1,0.85,41.98,0.16,0.16,0.16,0.16,16.86,0.28,0.14,0.57,1.14,24.1,49
1,0.86,103.0,0.0,0.0,0.0,0.0,18.39,1.66,0.18,0.46,1.52,57.4,5
0,0.21,1.95,0.0,0.0,0.0,0.0,1.95,0.44,0.34,0.68,0.65,3.81,63
1,0.79,24.27,1.0,1.49,1.0,1.49,16.06,0.53,0.22,0.5,0.67,24.71,45
0,0.03,1.05,0.0,0.0,0.0,0.0,1.02,0.29,0.21,0.5,0.85,3.07,44
1,1.1,46.92,0.08,0.08,0.08,0.08,20.33,2.56,0.25,0.45,1.0,40.15,13
1,0.57,69.62,0.77,0.77,0.77,0.77,36.2,0.25,0.08,0.54,7.07,23.62,13
0,0.06,1.6,0.0,0.0,0.0,0.0,1.6,0.54,0.22,0.46,1.6,3.65,63
1,0.56,39.82,1.0,2.08,1.0,2.08,33.04,0.25,0.31,0.51,1.95,14.23,39
0,0.03,1.54,0.0,0.0,0.0,0.0,1.54,0.37,0.39,0.29,0.57,5.82,56
1,3.47,79.31,0.49,2.77,0.49,2.77,33.05,1.82,0.21,0.11,1.21,8.54,35
0,0.02,1.06,0.0,0.0,0.0,0.0,1.06,0.23,0.31,0.44,1.06,3.0,17
1,0.11,17.93,0.86,0.86,0.86,0.86,16.73,0.3,0.4,0.64,0.67,18.71,14
0,0.07,2.45,0.0,0.0,0.0,0.0,2.45,0.58,0.27,0.4,2.45,3.5,66
1,1.78,97.5,0.83,1.17,0.83,1.17,22.22,1.53,0.22,0.19,1.19,43.22,18
0,0.19,4.0,0.0,0.0,0.0,0.0,4.0,0.89,0.22,0.46,1.62,6.17,47
1,0.01,6.29,0.0,0.0,0.0,0.0,8.8,2.64,0.72,0.82,0.75,3.0,7
0,0.09,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.71,0.03,3.0,3.0,250
1,1.71,91.26,0.37,0.58,0.37,0.58,29.39,1.46,0.16,0.24,4.36,22.32,19
1,0.97,45.53,0.09,0.09,0.09,0.09,34.69,0.12,0.18,0.29,3.25,16.0,32
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.53,0.37,0.5,2.0,3.0,8
1,0.18,34.8,0.8,0.8,0.8,0.8,29.0,0.66,0.24,0.71,2.42,11.2,5
0,0.07,1.25,0.0,0.0,0.0,0.0,1.25,0.38,0.82,0.88,0.42,4.0,52
1,0.2,19.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.16,5.7,8.67,6
1,0.45,68.86,0.14,0.14,0.14,0.14,22.95,2.09,0.29,0.56,1.41,33.0,7
0,0.02,1.47,0.0,0.0,0.0,0.0,1.47,0.49,0.37,0.84,0.45,4.53,17
1,0.49,26.38,0.5,0.58,0.5,0.58,20.42,0.85,0.27,0.48,1.87,14.83,24
0,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,1.0,4.67,27
1,0.37,36.62,0.25,0.5,0.25,0.5,17.24,0.31,0.14,0.63,36.62,17.0,8
0,0.18,3.2,0.0,0.0,0.0,0.0,3.2,0.83,0.28,0.77,3.2,3.98,45
1,0.92,907.4,0.2,6.6,0.2,6.6,30.45,2.19,0.18,0.3,3.33,12.4,5
0,0.14,8.06,0.0,0.0,0.0,0.0,7.88,1.45,0.38,0.25,0.6,7.8,86
1,0.98,711.8,0.6,0.8,0.6,0.8,16.18,0.34,0.04,0.36,28.93,41.2,5
1,0.64,23.5,0.12,0.25,0.12,0.25,13.43,2.3,0.25,0.79,0.95,24.38,8
1,0.81,95.25,0.25,0.5,0.25,0.5,18.14,2.0,0.11,0.41,1.3,43.0,8
1,0.74,35.68,0.8,0.95,0.8,0.95,27.0,0.95,0.19,0.33,2.9,14.77,56
0,0.12,3.0,0.8,0.8,0.8,0.8,3.0,0.0,0.69,0.09,3.0,3.55,112
1,0.51,27.5,0.0,0.0,0.0,0.0,13.75,0.66,0.24,0.7,27.5,15.5,6
0,0.33,1.71,0.0,0.0,0.0,0.0,1.71,0.5,0.22,0.78,1.71,3.95,63
1,0.27,22.88,0.12,0.12,0.12,0.12,14.08,0.45,0.2,0.64,2.23,12.12,8
0,0.26,2.42,0.0,0.0,0.0,0.0,2.42,0.53,0.32,0.43,0.81,3.53,72
1,1.3,195.57,1.0,1.71,1.0,1.71,25.83,1.58,0.15,0.29,2.32,72.57,7
0,0.1,2.15,0.0,0.0,0.0,0.0,2.15,0.56,0.2,0.48,2.15,4.69,48
1,1.87,119.75,0.25,0.38,0.25,0.38,16.24,1.79,0.15,0.27,15.7,9.5,8
0,1.0,511.0,1.0,2.0,1.0,2.0,17.62,0,1,0.52,5.94,82.0,1
1,0.33,208.8,0.0,0.0,0.0,0.0,139.2,2.81,0.19,0.48,14.91,95.9,10
0,0.01,2.55,0.0,0.0,0.0,0.0,2.55,0.45,0.41,0.52,0.76,7.09,22
1,0.73,28.03,0.24,0.24,0.24,0.24,16.24,0.44,0.15,0.38,1.83,11.82,62
0,0.02,1.23,0.0,0.0,0.0,0.0,1.23,0.46,0.21,0.98,1.23,4.81,47
1,0.98,145.2,1.0,3.2,1.0,3.2,60.5,2.08,0.35,0.39,0.73,166.8,5
1,0.93,32.6,0.04,0.04,0.04,0.04,18.07,1.01,0.27,0.39,1.18,23.03,112
0,0.03,1.06,0.0,0.0,0.0,0.0,1.06,0.4,0.94,0.08,0.37,3.56,100
1,0.63,29.19,0.03,0.26,0.03,0.26,18.1,5.16,0.51,0.43,0.64,29.9,31
0,0.23,3.13,0.0,0.0,0.0,0.0,3.13,1.05,0.39,0.53,0.38,7.3,107
1,0.82,18.56,1.0,1.0,1.0,1.0,17.85,0.28,0.44,0.55,0.66,19.4,25
1,1.49,51.83,0.67,1.38,0.67,1.38,24.39,2.85,0.23,0.28,1.1,47.67,24
1,0.44,37.58,0.08,0.08,0.08,0.08,26.53,1.0,0.19,0.56,2.49,11.08,12
0,0.11,3.52,0.0,0.0,0.0,0.0,3.52,0.51,0.24,0.73,3.52,3.87,31
1,0.4,44.2,0.6,0.6,0.6,0.6,10.52,0.44,0.12,0.65,8.84,8.2,5
0,0.06,1.72,0.0,0.0,0.0,0.0,1.72,0.52,0.23,0.94,1.72,4.0,18
1,0.49,30.33,0.29,0.43,0.29,0.43,12.02,1.11,0.12,0.51,3.54,11.71,21
0,0.04,3.92,0.0,0.0,0.0,0.0,3.92,0.07,0.85,0.18,3.92,4.08,13
1,0.11,6.54,0.0,0.0,0.0,0.0,6.54,0.73,0.38,0.73,0.82,11.0,26
1,0.99,58.47,0.2,0.6,0.2,0.6,23.08,0.91,0.11,0.47,33.73,12.53,15
1,0.17,26.33,0.17,0.17,0.17,0.17,39.5,1.22,0.26,0.7,1.32,13.0,6
0,0.07,1.91,0.0,0.0,0.0,0.0,1.86,0.64,0.3,0.88,0.64,4.0,35
1,0.76,15.73,0.29,0.29,0.29,0.29,16.97,0.46,0.3,0.58,0.89,15.29,41
1,0.6,28.62,0.88,1.12,0.88,1.12,19.08,0.27,0.45,0.56,0.77,29.0,8
1,0.85,182.13,1.0,1.73,1.0,1.73,25.3,0.48,0.14,0.32,11.11,47.0,15
0,0.02,4.06,0.94,0.94,0.94,0.94,4.06,0.06,0.66,0.35,1.86,6.38,16
1,0.59,53.0,0.4,0.7,0.4,0.7,22.08,0.32,0.07,0.6,2.37,20.0,10
0,0.14,6.2,0.0,0.0,0.0,0.0,6.2,1.12,0.24,0.68,6.2,3.55,20
1,0.88,21.96,0.01,0.03,0.01,0.03,17.5,0.43,0.23,0.49,0.54,21.77,141
0,0.07,1.91,0.0,0.0,0.0,0.0,1.91,0.68,0.73,0.75,0.51,3.36,134
1,0.88,21.96,0.01,0.03,0.01,0.03,17.5,0.43,0.23,0.49,0.54,21.77,141
0,0.07,1.91,0.0,0.0,0.0,0.0,1.91,0.68,0.73,0.75,0.51,3.36,134
1,0.72,27.45,0.07,0.07,0.07,0.07,23.2,0.61,0.18,0.5,1.22,15.82,71
0,0.05,3.02,0.0,0.0,0.0,0.0,3.02,0.2,0.58,0.11,3.02,3.67,49
1,1.04,38.0,0.46,0.86,0.46,0.86,40.17,3.8,0.32,0.3,1.22,25.97,37
0,0.11,3.76,0.0,0.0,0.0,0.0,3.76,0.12,0.5,0.18,3.76,3.22,41
1,0.89,29.71,0.85,0.88,0.85,0.88,21.75,0.32,0.3,0.48,3.92,11.78,41
0,0.22,8.57,1.0,1.0,1.0,1.0,8.57,0.38,0.72,0.28,8.57,7.69,35
1,0.23,27.0,0.0,0.0,0.0,0.0,12.6,0.76,0.22,0.59,1.97,13.57,7
0,0.13,12.33,0.0,0.0,0.0,0.0,8.54,0.43,0.23,0.76,1.63,14.11,9
1,0.23,30.57,0.0,0.0,0.0,0.0,15.29,0.82,0.25,0.56,2.28,13.29,7
0,0.15,15.56,0.0,0.0,0.0,0.0,10.77,0.49,0.25,0.75,2.03,14.33,9
1,0.23,27.0,0.0,0.0,0.0,0.0,12.6,0.76,0.22,0.59,1.97,13.57,7
0,0.13,12.33,0.0,0.0,0.0,0.0,8.54,0.43,0.23,0.76,1.63,14.11,9
1,0.94,154.91,0.7,1.48,0.7,1.48,32.1,0.66,0.06,0.41,2.74,36.91,23
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23,0.81,1.0,3.04,26
1,0.85,23.81,0.14,0.14,0.14,0.14,16.67,0.93,0.51,0.52,1.38,12.76,21
1,0.94,147.16,1.0,1.11,1.0,1.11,24.34,1.97,0.23,0.23,8.75,21.3,44
1,0.85,16.31,0.03,0.03,0.03,0.03,15.85,0.53,0.29,0.55,0.89,12.89,103
1,1.03,58.18,0.59,0.82,0.59,0.82,21.04,1.11,0.15,0.31,1.5,37.18,17
0,0.06,2.61,0.0,0.0,0.0,0.0,2.61,0.44,0.22,0.83,2.61,4.0,23
1,0.99,18.0,0.02,0.02,0.02,0.02,15.86,0.92,0.21,0.64,9.36,15.77,52
0,0.11,2.1,0.0,0.0,0.0,0.0,2.1,0.45,0.4,0.15,2.1,3.6,48
1,1.02,110.6,0.32,0.96,0.32,0.96,24.94,1.42,0.29,0.32,1.61,45.15,53
1,0.52,41.15,0.08,0.15,0.08,0.15,21.4,0.52,0.23,0.53,1.0,28.85,13
0,0.11,1.71,0.0,0.0,0.0,0.0,1.71,0.42,0.38,0.34,0.56,3.53,68
1,0.64,99.7,1.0,1.0,1.0,1.0,66.47,0.19,0.19,0.38,15.11,40.3,10
0,0.23,17.65,0.5,0.5,0.5,0.5,17.65,0.7,0.44,0.35,11.77,14.3,20
1,0.26,30.38,1.0,1.0,1.0,1.0,30.38,0.37,0.23,0.63,1.79,10.0,8
0,0.08,2.3,0.0,0.0,0.0,0.0,2.3,0.47,0.23,0.81,2.3,4.0,30
1,0.69,73.4,1.0,1.2,1.0,1.2,28.23,0.16,0.12,0.47,6.92,28.6,5
1,0.8,32.36,0.07,0.07,0.07,0.07,34.85,3.48,0.67,0.51,0.44,42.57,14
0,0.1,2.7,0.0,0.0,0.0,0.0,2.7,0.27,0.32,0.81,0.9,3.9,20
1,0.51,48.5,1.0,1.12,1.0,1.12,48.5,0.11,0.14,0.46,2.2,15.0,8
0,0.1,2.47,0.0,0.0,0.0,0.0,2.47,0.6,0.23,0.47,2.47,3.5,30
1,0.05,13.25,0.0,0.0,0.0,0.0,13.25,0.22,0.31,0.74,13.25,10.0,12
0,0.01,2.71,0.0,0.0,0.0,0.0,2.71,0.47,0.22,0.96,2.71,3.94,17
1,0.68,15.08,0.02,0.02,0.02,0.02,14.57,0.41,0.25,0.41,1.91,9.83,116
0,0.06,2.06,0.0,0.0,0.0,0.0,2.06,0.47,0.21,0.78,2.06,3.98,81
1,0.51,31.85,0.65,1.04,0.65,1.04,21.23,0.38,0.21,0.48,31.85,19.23,26
0,0.05,1.89,0.0,0.0,0.0,0.0,1.89,0.36,0.19,0.71,1.89,4.02,45
1,0.62,13.57,0.0,0.0,0.0,0.0,13.19,0.52,0.24,0.65,13.19,11.46,35
1,0.37,26.93,0.7,0.81,0.7,0.81,18.18,0.33,0.2,0.59,1.07,11.26,27
1,0.35,21.88,0.0,0.0,0.0,0.0,15.91,1.2,0.32,0.56,4.93,14.5,16
0,0.06,2.17,0.0,0.0,0.0,0.0,2.17,0.86,0.26,0.82,2.17,5.77,30
1,0.92,123.0,0.9,1.7,0.9,1.7,58.57,2.61,0.32,0.59,3.18,78.3,10
1,0.49,34.33,1.0,1.22,1.0,1.22,19.31,0.27,0.13,0.56,1.6,17.67,9
0,0.23,3.0,0.0,0.0,0.0,0.0,3.0,0.67,0.26,0.32,3.0,3.5,48
1,0.98,410.0,0.0,0.0,0.0,0.0,24.4,0.31,0.01,0.31,21.35,26.4,5
0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.47,0.18,1.0,1.5,7.5,2
1,0.95,21.27,0.0,0.0,0.0,0.0,14.06,0.43,0.23,0.36,21.27,12.51,41
1,0.39,13.5,0.21,0.21,0.21,0.21,11.81,0.85,0.2,0.66,1.73,8.79,14
0,0.15,2.92,0.0,0.0,0.0,0.0,2.92,0.36,0.27,0.71,2.92,4.04,24
1,0.39,13.5,0.21,0.21,0.21,0.21,11.81,0.85,0.2,0.66,1.73,8.79,14
0,0.15,2.92,0.0,0.0,0.0,0.0,2.92,0.36,0.27,0.71,2.92,4.04,24
1,0.73,39.28,0.18,0.19,0.18,0.19,15.03,0.48,0.07,0.35,1.91,20.73,124
0,0.02,1.02,0.0,0.0,0.0,0.0,1.02,0.18,0.9,0.07,1.02,3.0,122
1,0.98,410.0,0.0,0.0,0.0,0.0,24.4,0.31,0.01,0.31,21.35,26.4,5
0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.47,0.18,1.0,1.5,7.5,2
1,0.03,12.29,0.0,0.0,0.0,0.0,12.29,0.94,0.31,0.79,0.82,14.71,7
1,0.78,20.88,1.0,2.46,1.0,2.46,20.04,0.15,0.52,0.54,0.83,20.15,48
1,0.09,16.6,1.0,1.0,1.0,1.0,13.83,0.13,0.53,0.63,4.15,14.2,5
0,0.07,15.75,0.0,0.0,0.0,0.0,15.75,0.6,0.3,0.56,2.1,13.25,4
1,0.8,76.5,1.0,1.5,1.0,1.5,27.32,0.42,0.13,0.37,9.11,18.6,10
1,0.98,771.0,1.0,1.67,1.0,1.67,26.28,0.48,0.03,0.24,21.32,54.83,6
0,0.0,2.25,0.0,0.0,0.0,0.0,2.25,0.56,0.16,1.0,2.25,5.25,4
0,0.06,1.12,0.04,0.04,0.04,0.04,1.12,0.38,0.22,0.33,1.12,3.0,51
1,0.98,82.69,1.0,1.47,1.0,1.47,27.82,0.11,0.06,0.34,82.69,9.75,36
0,0.07,6.25,1.0,1.44,1.0,1.44,6.25,0.21,0.64,0.15,6.25,5.64,36
1,0.98,284.3,1.0,2.5,1.0,2.5,25.61,1.08,0.13,0.35,3.53,89.6,10
0,0.1,15.0,1.0,1.7,1.0,1.7,15.0,0.0,0.91,0.13,0.42,42.5,20
1,0.91,170.82,0.29,0.71,0.29,0.71,18.34,0.92,0.07,0.13,4.06,34.76,38
0,0.03,1.93,0.0,0.0,0.0,0.0,1.93,0.8,0.31,0.27,1.93,3.42,98
1,0.46,95.4,0.0,0.0,0.0,0.0,36.69,0.24,0.09,0.49,2.64,31.4,5
0,0.34,1.14,0.0,0.0,0.0,0.0,1.14,0.37,0.36,0.88,0.38,3.95,310
1,0.02,5.0,0.6,0.8,0.6,0.8,5.0,0.0,0.8,0.26,1.67,3.5,10
0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46,0.01,1.0,3.0,211
0,0.06,2.5,0.0,0.0,0.0,0.0,2.5,0.48,0.39,0.85,0.33,8.5,8
1,0.98,387.2,1.0,1.0,1.0,1.0,17.93,0.15,0.04,0.42,8.84,51.4,5
0,0.01,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.72,0.42,3.0,3.0,4
1,0.89,44.4,0.0,0.0,0.0,0.0,14.8,0.06,0.14,0.73,2.02,16.0,5
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24,1.0,1.0,4.0,3
1,0.84,52.2,1.0,1.0,1.0,1.0,32.62,0.16,0.07,0.59,3.78,17.4,5
0,0.04,7.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.5,1.75,6.5,2
1,1.0,589.2,1.0,3.2,1.0,3.2,24.25,0.56,0.03,0.25,8.79,44.9,10
0,0.03,11.38,0.15,0.15,0.15,0.15,11.38,0.82,0.37,0.36,3.36,7.0,13
1,0.72,368.38,1.0,1.12,1.0,1.12,23.58,0.69,0.08,0.28,11.79,61.5,8
1,1.05,8.0,1.0,1.0,1.0,1.0,8.0,0.15,0.31,0.82,8.0,9.0,5
0,0.74,3.5,0.0,0.0,0.0,0.0,3.5,0.65,0.17,0.96,3.5,4.25,8
1,0.99,759.4,1.0,1.6,1.0,1.6,40.83,0.57,0.03,0.28,26.74,3.0,5
0,0.0,1.2,0.0,0.0,0.0,0.0,1.2,0.35,0.35,0.5,1.2,3.0,10
1,0.86,44.6,1.0,1.0,1.0,1.0,31.86,0.32,0.16,0.69,2.79,3.0,5
0,0.09,4.4,1.0,1.0,1.0,1.0,4.4,0.2,0.44,0.86,4.4,6.2,5
1,0.72,93.0,0.1,0.1,0.1,0.1,27.35,0.07,0.19,0.36,4.43,27.1,10
0,0.08,5.21,0.05,0.05,0.05,0.05,5.21,0.7,0.28,0.69,5.21,4.16,19
1,0.91,86.4,0.0,0.0,0.0,0.0,17.28,0.16,0.05,0.41,9.6,18.8,10
1,0.89,25.43,1.0,2.0,1.0,2.0,9.89,0.18,0.48,0.6,2.12,10.0,7
0,0.01,1.5,0.0,0.0,0.0,0.0,1.5,0.47,0.25,1.0,1.5,4.0,2
1,0.98,531.6,1.0,2.8,1.0,2.8,29.87,1.42,0.24,0.37,9.13,3.0,5
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.08,0.18,7.62,13
1,0.89,133.6,1.0,3.0,1.0,3.0,23.44,0.73,0.17,0.38,4.86,39.2,10
0,0.02,1.17,0.0,0.0,0.0,0.0,1.17,0.39,0.11,0.34,1.17,3.0,30
1,1.74,17.09,1.0,1.55,1.0,1.55,17.09,1.51,0.34,0.28,6.06,11.73,11
0,0.37,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.65,0.35,4.0,3.7,10
1,0.72,81.2,1.0,1.2,1.0,1.2,17.65,0.12,0.15,0.54,5.8,16.2,5
0,1.93,77.29,0.5,1.36,0.5,1.36,16.91,2.27,0.29,0.28,4.42,23.21,14
1,0.99,381.7,1.0,8.7,1.0,8.7,127.23,1.59,0.05,0.34,5.31,300.0,10
1,0.99,73.8,1.0,2.9,1.0,2.9,22.36,0.24,0.1,0.45,73.8,51.2,10
0,0.12,4.23,0.91,0.91,0.91,0.91,4.23,0.31,0.85,0.16,4.23,6.77,22
1,0.54,29.5,1.0,1.0,1.0,1.0,29.5,0.15,0.42,0.48,1.79,3.0,6
0,0.05,1.29,0.0,0.0,0.0,0.0,1.29,0.56,0.42,0.5,0.43,3.5,14
1,0.99,1520.6,1.0,2.8,1.0,2.8,20.44,0.88,0.04,0.22,16.64,152.4,5
0,1.0,7647.0,1.0,11.0,1.0,11.0,20.72,0,1,0.22,14.62,809.0,1
1,0.93,153.2,1.0,1.2,1.0,1.2,34.82,0.52,0.08,0.45,12.35,38.6,5
0,0.04,8.75,0.0,0.0,0.0,0.0,8.75,0.17,0.48,0.57,8.75,13.0,4
1,0.83,63.8,1.0,1.2,1.0,1.2,19.94,0.23,0.1,0.52,4.23,11.2,10
0,0.08,3.05,0.05,0.05,0.05,0.05,3.05,0.08,0.68,0.43,0.51,5.0,19
1,0.64,136.45,1.0,2.27,1.0,2.27,25.02,0.55,0.06,0.39,5.77,13.73,11
0,0.08,2.24,0.0,0.0,0.0,0.0,2.24,0.37,0.25,0.57,2.24,3.9,88
1,0.99,497.4,1.0,3.0,1.0,3.0,26.18,0.19,0.03,0.34,12.07,60.2,5
0,0.04,3.0,0.09,0.09,0.09,0.09,3.0,1.3,0.26,0.49,2.91,3.12,32
1,1.0,1880.8,0.7,4.2,0.7,4.2,51.81,0.83,0.01,0.15,55.98,130.5,10
0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.74,0.41,3.0,4.0,9
1,0.98,58.76,0.24,0.44,0.24,0.44,21.6,0.13,0.15,0.24,2.11,18.08,25
0,0.03,2.04,0.21,0.21,0.21,0.21,2.04,0.18,0.53,0.29,2.04,3.0,24
1,0.93,49.17,0.0,0.0,0.0,0.0,15.53,0.03,0.06,0.61,2.05,17.0,6
0,0.97,153.0,0.0,0.0,0.0,0.0,19.12,1.31,0.02,0.61,1.77,59.5,2
1,1.99,189.18,1.0,1.91,1.0,1.91,30.16,1.49,0.07,0.24,44.28,24.27,11
0,0.92,47.95,0.55,0.55,0.55,0.55,21.8,0.96,0.16,0.47,25.24,3.9,20
1,0.81,129.3,1.0,1.1,1.0,1.1,25.35,0.41,0.14,0.35,6.84,41.8,10
0,0.01,1.07,0.0,0.0,0.0,0.0,1.07,0.25,0.65,0.33,1.07,4.0,14
1,0.36,81.7,1.0,2.0,1.0,2.0,24.76,0.42,0.09,0.42,4.44,29.9,10
0,1.18,169.5,0.19,1.56,0.19,1.56,22.6,2.05,0.08,0.49,8.42,114.25,16
1,0.98,629.5,1.0,1.75,1.0,1.75,49.37,1.59,0.22,0.29,25.69,73.62,8
1,0.95,50.5,0.5,0.5,0.5,0.5,18.61,1.64,0.17,0.5,4.94,8.29,14
0,0.5,23.25,0.44,0.44,0.44,0.44,12.0,0.54,0.18,0.58,2.57,7.12,16
1,0.97,1005.6,1.0,4.4,1.0,4.4,32.13,0.59,0.03,0.18,13.66,79.3,10
0,0.16,52.87,0.13,0.32,0.13,0.32,51.22,0.67,0.2,0.13,4.24,4.0,31
1,0.86,72.2,1.0,1.2,1.0,1.2,24.07,0.11,0.26,0.47,4.57,25.0,5
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.67,0.33,1.0,3.0,6
1,0.82,45.0,1.0,1.0,1.0,1.0,16.07,0.28,0.12,0.59,5.62,10.2,5
0,0.83,227.0,1.0,5.0,1.0,5.0,16.21,0,1,0.59,5.16,46.0,1
1,17.11,520.9,1.0,16.61,1.0,16.61,19.64,0.56,0.62,0.03,1.58,302.58,31
0,16.12,507.3,1.0,16.13,1.0,16.13,19.66,0.56,0.61,0.03,1.6,293.6,30
1,0.59,53.17,0.0,0.0,0.0,0.0,17.72,0.38,0.07,0.63,6.65,10.33,6
1,1.0,150.01,1.0,1.13,1.0,1.13,22.59,0.58,0.06,0.22,150.01,16.25,67
0,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.39,0.2,1.0,1.4,4.0,5
1,0.99,42.31,1.0,1.32,1.0,1.32,20.88,0.23,0.17,0.16,2.65,12.06,345
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.71,1.0,1.0,3.0,10
1,0.8,80.89,0.89,0.89,0.89,0.89,25.1,0.44,0.07,0.43,2.78,24.33,9
0,0.12,5.05,0.0,0.0,0.0,0.0,4.83,1.04,0.34,0.69,2.77,3.0,22
1,0.87,51.2,0.4,0.4,0.4,0.4,21.33,0.3,0.17,0.53,2.75,17.8,5
0,0.03,1.33,0.0,0.0,0.0,0.0,1.33,0.61,0.15,1.0,1.33,4.0,6
1,0.96,106.5,1.0,1.17,1.0,1.17,21.3,0.45,0.06,0.53,18.26,11.67,6
1,0.91,31.4,1.0,1.0,1.0,1.0,26.17,0.65,0.41,0.74,3.49,7.0,5
0,0.94,54.0,0.33,1.67,0.33,1.67,40.5,1.65,0.15,0.75,1.59,24.33,3
1,0.72,51.2,0.0,0.0,0.0,0.0,15.06,0.34,0.18,0.55,10.24,8.8,5
